data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
118.4380952,84.41666667,97.41904762,73.4,86.90952381,79.66428571,74.29809524,73.12,61.68666667,72.53571429,49.0752381,72.88,36.46380952,65.40714286,23.85238095,72.64,11.24095238,58.27857143,-1.37047619,72.4,-13.98190476,51.15,-26.59333333,7.111533973,3.018181818,-1.075170337,-5.168522492,-9.261874647,-13.3552268,-17.44857896,-21.54193111,-25.63528327,-29.72863542,-33.82198758,-37.91533973,-42.00869189,-46.10204404,-50.1953962,-54.28874835,-58.38210051,-62.47545266,-66.56880482,-70.66215697,-74.75550913,-78.84886128,-82.94221344,-87.03556559,-91.12891775,-95.2222699,-99.31562206,-103.4089742,-107.5023264,-111.5956785,-115.6890307,-119.7823828,-123.875735
119.6952381,85.08333333,98.44761905,73.86060606,87.82380952,80.29285714,75.0752381,73.58060606,62.32666667,73.10714286,49.57809524,73.34060606,36.82952381,65.92142857,24.08095238,73.10060606,11.33238095,58.73571429,-1.416190476,72.86060606,-14.1647619,51.55,-26.91333333,7.064253717,2.92783738,-1.208578957,-5.344995295,-9.481411632,-13.61782797,-17.75424431,-21.89066064,-26.02707698,-30.16349332,-34.29990966,-38.43632599,-42.57274233,-46.70915867,-50.845575,-54.98199134,-59.11840768,-63.25482402,-67.39124035,-71.52765669,-75.66407303,-79.80048937,-83.9369057,-88.07332204,-92.20973838,-96.34615471,-100.4825711,-104.6189874,-108.7554037,-112.8918201,-117.0282364,-121.1646527,-125.3010691
120.952381,85.75,99.47619048,74.32121212,88.73809524,80.92142857,75.85238095,74.04121212,62.96666667,73.67857143,50.08095238,73.80121212,37.1952381,66.43571429,24.30952381,73.56121212,11.42380952,59.19285714,-1.461904762,73.32121212,-14.34761905,51.95,-27.23333333,7.016973461,2.837492942,-1.341987578,-5.521468097,-9.700948617,-13.88042914,-18.05990966,-22.23939018,-26.41887069,-30.59835121,-34.77783173,-38.95731225,-43.13679277,-47.31627329,-51.49575381,-55.67523433,-59.85471485,-64.03419537,-68.21367589,-72.39315641,-76.57263693,-80.75211745,-84.93159797,-89.11107849,-93.29055901,-97.47003953,-101.64952,-105.8290006,-110.0084811,-114.1879616,-118.3674421,-122.5469226,-126.7264032
,86.41666667,,74.78181818,,81.55,,74.50181818,,74.25,,74.26181818,,66.95,,74.02181818,,59.65,,73.78181818,,52.35,,,59.63222039,58.50361433,57.37500826,56.2464022,55.11779614,53.98919008,52.86058402,51.73197796,50.6033719,49.47476584,48.34615978,47.21755372,46.08894766,44.9603416,43.83173554,42.70312948,41.57452342,40.44591736,39.31731129,38.18870523,37.06009917,,,35.93149311,34.80288705,33.67428099,32.54567493,31.41706887,30.28846281,29.15985675,28.03125069,26.90264463
,87.08333333,,75.24242424,,82.17857143,,74.96242424,,74.82142857,,74.72242424,,67.46428571,,74.48242424,,60.10714286,,74.24242424,,52.75,,,60.04072098,58.90345691,57.76619284,56.62892877,55.4916647,54.35440063,53.21713656,52.07987249,50.94260842,49.80534435,48.66808028,47.53081621,46.39355214,45.25628808,44.11902401,42.98175994,41.84449587,40.7072318,39.56996773,38.43270366,37.29543959,,,36.15817552,35.02091145,33.88364738,32.74638331,31.60911924,30.47185518,29.33459111,28.19732704,27.06006297
,,,75.7030303,,,,75.4230303,,,,75.1830303,,,,74.9430303,,,,74.7030303,,,,,,,74.6330303,74.5710303,74.5090303,74.4470303,74.3850303,74.3230303,74.2610303,74.1990303,74.1370303,74.0750303,74.0130303,73.9510303,73.8890303,73.8270303,73.7650303,73.7030303,73.6410303,,,,,,,73.5790303,73.5170303,73.4550303,73.3930303,73.3310303,73.2690303,73.2070303
,,,76.16363636,,,,75.88363636,,,,75.64363636,,,,75.40363636,,,,75.16363636,,,,,,,75.09363636,75.03163636,74.96963636,74.90763636,74.84563636,74.78363636,74.72163636,74.65963636,74.59763636,74.53563636,74.47363636,74.41163636,74.34963636,74.28763636,74.22563636,74.16363636,74.10163636,,,,,,,74.03963636,73.97763636,73.91563636,73.85363636,73.79163636,73.72963636,73.66763636
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
122.2095238,87.75,100.5047619,76.62424242,89.65238095,82.80714286,76.62952381,76.34424242,63.60666667,75.39285714,50.58380952,76.10424242,37.56095238,67.97857143,24.53809524,75.86424242,11.5152381,60.56428571,-1.507619048,75.62424242,-14.53047619,53.15,-27.55333333,7.561449275,3.331375871,-0.898697534,-5.128770939,-9.358844344,-13.58891775,-17.81899115,-22.04906456,-26.27913796,-30.50921137,-34.73928477,-38.96935818,-43.19943158,-47.42950499,-51.65957839,-55.8896518,-60.1197252,-64.34979861,-68.57987201,-72.80994542,-77.04001882,-81.27009223,-85.50016563,-89.73023904,-93.96031244,-98.19038585,-102.4204593,-106.6505327,-110.8806061,-115.1106795,-119.3407529,-123.5708263,-127.8008997
123.4666667,88.41666667,101.5333333,77.08484848,90.56666667,83.43571429,77.40666667,76.80484848,64.24666667,75.96428571,51.08666667,76.56484848,37.92666667,68.49285714,24.76666667,76.32484848,11.60666667,61.02142857,-1.553333333,76.08484848,-14.71333333,53.55,-27.87333333,7.514169019,3.241031432,-1.032106155,-5.305243742,-9.578381329,-13.85151892,-18.1246565,-22.39779409,-26.67093168,-30.94406926,-35.21720685,-39.49034444,-43.76348203,-48.03661961,-52.3097572,-56.58289479,-60.85603237,-65.12916996,-69.40230755,-73.67544513,-77.94858272,-82.22172031,-86.4948579,-90.76799548,-95.04113307,-99.31427066,-103.5874082,-107.8605458,-112.1336834,-116.406821,-120.6799586,-124.9530962,-129.2262338
124.7238095,89.08333333,102.5619048,77.54545455,91.48095238,84.06428571,78.18380952,77.26545455,64.88666667,76.53571429,51.58952381,77.02545455,38.29238095,69.00714286,24.9952381,76.78545455,11.69809524,61.47857143,-1.599047619,76.54545455,-14.89619048,53.95,-28.19333333,7.466888763,3.150686994,-1.165514775,-5.481716544,-9.797918314,-14.11412008,-18.43032185,-22.74652362,-27.06272539,-31.37892716,-35.69512893,-40.0113307,-44.32753247,-48.64373424,-52.95993601,-57.27613778,-61.59233954,-65.90854131,-70.22474308,-74.54094485,-78.85714662,-83.17334839,-87.48955016,-91.80575193,-96.1219537,-100.4381555,-104.7543572,-109.070559,-113.3867608,-117.7029625,-122.0191643,-126.3353661,-130.6515679
125.9809524,89.75,103.5904762,78.00606061,92.3952381,84.69285714,78.96095238,77.72606061,65.52666667,77.10714286,52.09238095,77.48606061,38.65809524,69.52142857,25.22380952,77.24606061,11.78952381,61.93571429,-1.644761905,77.00606061,-15.07904762,54.35,-28.51333333,7.419608507,3.060342556,-1.298923395,-5.658189347,-10.0174553,-14.37672125,-18.7359872,-23.09525315,-27.4545191,-31.81378506,-36.17305101,-40.53231696,-44.89158291,-49.25084886,-53.61011481,-57.96938076,-62.32864672,-66.68791267,-71.04717862,-75.40644457,-79.76571052,-84.12497647,-88.48424242,-92.84350838,-97.20277433,-101.5620403,-105.9213062,-110.2805722,-114.6398381,-118.9991041,-123.35837,-127.717636,-132.0769019
127.2380952,90.41666667,104.6190476,78.46666667,93.30952381,85.32142857,79.73809524,78.18666667,66.16666667,77.67857143,52.5952381,77.94666667,39.02380952,70.03571429,25.45238095,77.70666667,11.88095238,62.39285714,-1.69047619,77.46666667,-15.26190476,54.75,-28.83333333,7.372328251,2.969998118,-1.432332016,-5.834662149,-10.23699228,-14.63932242,-19.04165255,-23.44398268,-27.84631282,-32.24864295,-36.65097308,-41.05330322,-45.45563335,-49.85796349,-54.26029362,-58.66262375,-63.06495389,-67.46728402,-71.86961415,-76.27194429,-80.67427442,-85.07660455,-89.47893469,-93.88126482,-98.28359496,-102.6859251,-107.0882552,-111.4905854,-115.8929155,-120.2952456,-124.6975758,-129.0999059,-133.502236
128.4952381,91.08333333,105.647619,78.92727273,94.22380952,85.95,80.5152381,78.64727273,66.80666667,78.25,53.09809524,78.40727273,39.38952381,70.55,25.68095238,78.16727273,11.97238095,62.85,-1.736190476,77.92727273,-15.4447619,55.15,-29.15333333,7.325047995,2.87965368,-1.565740636,-6.011134952,-10.45652927,-14.90192358,-19.3473179,-23.79271222,-28.23810653,-32.68350085,-37.12889516,-41.57428948,-46.01968379,-50.46507811,-54.91047243,-59.35586674,-63.80126106,-68.24665537,-72.69204969,-77.13744401,-81.58283832,-86.02823264,-90.47362695,-94.91902127,-99.36441558,-103.8098099,-108.2552042,-112.7005985,-117.1459928,-121.5913872,-126.0367815,-130.4821758,-134.9275701
,91.75,,79.38787879,,86.57857143,,79.10787879,,78.82142857,,78.86787879,,71.06428571,,78.62787879,,63.30714286,,78.38787879,,55.55,,,63.31895789,62.12108776,60.92321763,59.7253475,58.52747737,57.32960724,56.13173711,54.93386698,53.73599685,52.53812672,51.34025659,50.14238646,48.94451633,47.7466462,46.54877607,45.35090594,44.15303581,42.95516568,41.75729555,40.55942542,39.36155529,,,38.16368516,36.96581503,35.7679449,34.57007477,33.37220464,32.17433451,30.97646438,29.77859425,28.58072412
,92.41666667,,79.84848485,,87.20714286,,79.56848485,,79.39285714,,79.32848485,,71.57857143,,79.08848485,,63.76428571,,78.84848485,,55.95,,,63.72745848,62.52093034,61.3144022,60.10787407,58.90134593,57.69481779,56.48828965,55.28176151,54.07523337,52.86870523,51.6621771,50.45564896,49.24912082,48.04259268,46.83606454,45.6295364,44.42300826,43.21648013,42.00995199,40.80342385,39.59689571,,,38.39036757,37.18383943,35.97731129,34.77078316,33.56425502,32.35772688,31.15119874,29.9446706,28.73814246
,,,80.30909091,,,,80.02909091,,,,79.78909091,,,,79.54909091,,,,79.30909091,,,,,,,79.23909091,79.17709091,79.11509091,79.05309091,78.99109091,78.92909091,78.86709091,78.80509091,78.74309091,78.68109091,78.61909091,78.55709091,78.49509091,78.43309091,78.37109091,78.30909091,78.24709091,,,,,,,78.18509091,78.12309091,78.06109091,77.99909091,77.93709091,77.87509091,77.81309091
,,,80.76969697,,,,80.48969697,,,,80.24969697,,,,80.00969697,,,,79.76969697,,,,,,,79.69969697,79.63769697,79.57569697,79.51369697,79.45169697,79.38969697,79.32769697,79.26569697,79.20369697,79.14169697,79.07969697,79.01769697,78.95569697,78.89369697,78.83169697,78.76969697,78.70769697,,,,,,,78.64569697,78.58369697,78.52169697,78.45969697,78.39769697,78.33569697,78.27369697
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
129.752381,93.08333333,106.6761905,81.23030303,95.13809524,87.83571429,81.29238095,80.95030303,67.44666667,79.96428571,53.60095238,80.71030303,39.7552381,72.09285714,25.90952381,80.47030303,12.06380952,64.22142857,-1.781904762,80.23030303,-15.62761905,56.35,-29.47333333,7.86952381,3.373536608,-1.122450593,-5.618437794,-10.114425,-14.6104122,-19.1063994,-23.6023866,-28.0983738,-32.594361,-37.0903482,-41.5863354,-46.0823226,-50.57830981,-55.07429701,-59.57028421,-64.06627141,-68.56225861,-73.05824581,-77.55423301,-82.05022021,-86.54620742,-91.04219462,-95.53818182,-100.034169,-104.5301562,-109.0261434,-113.5221306,-118.0181178,-122.514105,-127.0100922,-131.5060794,-136.0020666
131.0095238,93.75,107.7047619,81.69090909,96.05238095,88.46428571,82.06952381,81.41090909,68.08666667,80.53571429,54.10380952,81.17090909,40.12095238,72.60714286,26.13809524,80.93090909,12.1552381,64.67857143,-1.827619048,80.69090909,-15.81047619,56.75,-29.79333333,7.822243554,3.28319217,-1.255859213,-5.794910597,-10.33396198,-14.87301336,-19.41206475,-23.95111613,-28.49016751,-33.0292189,-37.56827028,-42.10732166,-46.64637305,-51.18542443,-55.72447581,-60.2635272,-64.80257858,-69.34162996,-73.88068135,-78.41973273,-82.95878411,-87.4978355,-92.03688688,-96.57593826,-101.1149896,-105.654041,-110.1930924,-114.7321438,-119.2711952,-123.8102466,-128.3492979,-132.8883493,-137.4274007
132.2666667,94.41666667,108.7333333,82.15151515,96.96666667,89.09285714,82.84666667,81.87151515,68.72666667,81.10714286,54.60666667,81.63151515,40.48666667,73.12142857,26.36666667,81.39151515,12.24666667,65.13571429,-1.873333333,81.15151515,-15.99333333,57.15,-30.11333333,7.774963298,3.192847732,-1.389267834,-5.971383399,-10.55349896,-15.13561453,-19.7177301,-24.29984566,-28.88196123,-33.46407679,-38.04619236,-42.62830792,-47.21042349,-51.79253906,-56.37465462,-60.95677019,-65.53888575,-70.12100132,-74.70311688,-79.28523245,-83.86734801,-88.44946358,-93.03157915,-97.61369471,-102.1958103,-106.7779258,-111.3600414,-115.942157,-120.5242725,-125.1063881,-129.6885037,-134.2706192,-138.8527348
133.5238095,95.08333333,109.7619048,82.61212121,97.88095238,89.72142857,83.62380952,82.33212121,69.36666667,81.67857143,55.10952381,82.09212121,40.85238095,73.63571429,26.5952381,81.85212121,12.33809524,65.59285714,-1.919047619,81.61212121,-16.17619048,57.55,-30.43333333,7.727683042,3.102503294,-1.522676454,-6.147856202,-10.77303595,-15.3982157,-20.02339545,-24.64857519,-29.27375494,-33.89893469,-38.52411444,-43.14929418,-47.77447393,-52.39965368,-57.02483343,-61.65001318,-66.27519292,-70.90037267,-75.52555242,-80.15073217,-84.77591191,-89.40109166,-94.02627141,-98.65145116,-103.2766309,-107.9018107,-112.5269904,-117.1521701,-121.7773499,-126.4025296,-131.0277094,-135.6528891,-140.2780689
134.7809524,95.75,110.7904762,83.07272727,98.7952381,90.35,84.40095238,82.79272727,70.00666667,82.25,55.61238095,82.55272727,41.21809524,74.15,26.82380952,82.31272727,12.42952381,66.05,-1.964761905,82.07272727,-16.35904762,57.95,-30.75333333,7.680402786,3.012158856,-1.656085074,-6.324329004,-10.99257293,-15.66081686,-20.32906079,-24.99730472,-29.66554865,-34.33379258,-39.00203651,-43.67028044,-48.33852437,-53.0067683,-57.67501223,-62.34325616,-67.01150009,-71.67974402,-76.34798795,-81.01623188,-85.68447581,-90.35271974,-95.02096367,-99.6892076,-104.3574515,-109.0256955,-113.6939394,-118.3621833,-123.0304273,-127.6986712,-132.3669151,-137.035159,-141.703403
136.0380952,96.41666667,111.8190476,83.53333333,99.70952381,90.97857143,85.17809524,83.25333333,70.64666667,82.82142857,56.1152381,83.01333333,41.58380952,74.66428571,27.05238095,82.77333333,12.52095238,66.50714286,-2.01047619,82.53333333,-16.54190476,58.35,-31.07333333,7.63312253,2.921814417,-1.789493695,-6.500801807,-11.21210992,-15.92341803,-20.63472614,-25.34603426,-30.05734237,-34.76865048,-39.47995859,-44.1912667,-48.90257482,-53.61388293,-58.32519104,-63.03649915,-67.74780727,-72.45911538,-77.17042349,-81.8817316,-86.59303971,-91.30434783,-96.01565594,-100.7269641,-105.4382722,-110.1495803,-114.8608884,-119.5721965,-124.2835046,-128.9948127,-133.7061208,-138.4174289,-143.1287371
,97.08333333,,83.99393939,,91.60714286,,83.71393939,,83.39285714,,83.47393939,,75.17857143,,83.23393939,,66.96428571,,82.99393939,,58.75,,,67.0056954,65.7385612,64.471427,63.2042928,61.9371586,60.6700244,59.4028902,58.135756,56.8686218,55.6014876,54.3343534,53.06721921,51.80008501,50.53295081,49.26581661,47.99868241,46.73154821,45.46441401,44.19727981,42.93014561,41.66301141,,,40.39587721,39.12874301,37.86160882,36.59447462,35.32734042,34.06020622,32.79307202,31.52593782,30.25880362
,97.75,,84.45454545,,92.23571429,,84.17454545,,83.96428571,,83.93454545,,75.69285714,,83.69454545,,67.42142857,,83.45454545,,59.15,,,67.41419599,66.13840378,64.86261157,63.58681936,62.31102715,61.03523495,59.75944274,58.48365053,57.20785832,55.93206612,54.65627391,53.3804817,52.10468949,50.82889728,49.55310508,48.27731287,47.00152066,45.72572845,44.44993625,43.17414404,41.89835183,,,40.62255962,39.34676741,38.07097521,36.795183,35.51939079,34.24359858,32.96780638,31.69201417,30.41622196
,,,84.91515152,,,,84.63515152,,,,84.39515152,,,,84.15515152,,,,83.91515152,,,,,,,83.84515152,83.78315152,83.72115152,83.65915152,83.59715152,83.53515152,83.47315152,83.41115152,83.34915152,83.28715152,83.22515152,83.16315152,83.10115152,83.03915152,82.97715152,82.91515152,82.85315152,,,,,,,82.79115152,82.72915152,82.66715152,82.60515152,82.54315152,82.48115152,82.41915152
,,,85.37575758,,,,85.09575758,,,,84.85575758,,,,84.61575758,,,,84.37575758,,,,,,,84.30575758,84.24375758,84.18175758,84.11975758,84.05775758,83.99575758,83.93375758,83.87175758,83.80975758,83.74775758,83.68575758,83.62375758,83.56175758,83.49975758,83.43775758,83.37575758,83.31375758,,,,,,,83.25175758,83.18975758,83.12775758,83.06575758,83.00375758,82.94175758,82.87975758
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
137.2952381,98.41666667,112.847619,85.83636364,100.6238095,92.86428571,85.9552381,85.55636364,71.28666667,84.53571429,56.61809524,85.31636364,41.94952381,76.20714286,27.28095238,85.07636364,12.61238095,67.87857143,-2.056190476,84.83636364,-16.7247619,59.55,-31.39333333,8.177598344,3.415697346,-1.346203651,-6.108104649,-10.87000565,-15.63190664,-20.39380764,-25.15570864,-29.91760964,-34.67951063,-39.44141163,-44.20331263,-48.96521363,-53.72711462,-58.48901562,-63.25091662,-68.01281762,-72.77471861,-77.53661961,-82.29852061,-87.06042161,-91.8223226,-96.5842236,-101.3461246,-106.1080256,-110.8699266,-115.6318276,-120.3937286,-125.1556296,-129.9175306,-134.6794316,-139.4413326,-144.2032336
138.552381,99.08333333,113.8761905,86.2969697,101.5380952,93.49285714,86.73238095,86.0169697,71.92666667,85.10714286,57.12095238,85.7769697,42.3152381,76.72142857,27.50952381,85.5369697,12.70380952,68.33571429,-2.101904762,85.2969697,-16.90761905,59.95,-31.71333333,8.130318088,3.325352908,-1.479612272,-6.284577452,-11.08954263,-15.89450781,-20.69947299,-25.50443817,-30.30940335,-35.11436853,-39.91933371,-44.72429889,-49.52926407,-54.33422925,-59.13919443,-63.94415961,-68.74912479,-73.55408997,-78.35905515,-83.16402033,-87.96898551,-92.77395069,-97.57891587,-102.383881,-107.1888462,-111.9938114,-116.7987766,-121.6037418,-126.4087069,-131.2136721,-136.0186373,-140.8236025,-145.6285677
139.8095238,99.75,114.9047619,86.75757576,102.452381,94.12142857,87.50952381,86.47757576,72.56666667,85.67857143,57.62380952,86.23757576,42.68095238,77.23571429,27.73809524,85.99757576,12.7952381,68.79285714,-2.147619048,85.75757576,-17.09047619,60.35,-32.03333333,8.083037832,3.23500847,-1.613020892,-6.461050254,-11.30907962,-16.15710898,-21.00513834,-25.8531677,-30.70119706,-35.54922643,-40.39725579,-45.24528515,-50.09331451,-54.94134387,-59.78937324,-64.6374026,-69.48543196,-74.33346132,-79.18149068,-84.02952005,-88.87754941,-93.72557877,-98.57360813,-103.4216375,-108.2696669,-113.1176962,-117.9657256,-122.8137549,-127.6617843,-132.5098137,-137.357843,-142.2058724,-147.0539018
141.0666667,100.4166667,115.9333333,87.21818182,103.3666667,94.75,88.28666667,86.93818182,73.20666667,86.25,58.12666667,86.69818182,43.04666667,77.75,27.96666667,86.45818182,12.88666667,69.25,-2.193333333,86.21818182,-17.27333333,60.75,-32.35333333,8.035757576,3.144664032,-1.746429513,-6.637523057,-11.5286166,-16.41971014,-21.31080369,-26.20189723,-31.09299078,-35.98408432,-40.87517787,-45.76627141,-50.65736495,-55.5484585,-60.43955204,-65.33064559,-70.22173913,-75.11283267,-80.00392622,-84.89501976,-89.78611331,-94.67720685,-99.5683004,-104.4593939,-109.3504875,-114.241581,-119.1326746,-124.0237681,-128.9148617,-133.8059552,-138.6970487,-143.5881423,-148.4792358
142.3238095,101.0833333,116.9619048,87.67878788,104.2809524,95.37857143,89.06380952,87.39878788,73.84666667,86.82142857,58.62952381,87.15878788,43.41238095,78.26428571,28.1952381,86.91878788,12.97809524,69.70714286,-2.239047619,86.67878788,-17.45619048,61.15,-32.67333333,7.98847732,3.054319593,-1.879838133,-6.813995859,-11.74815359,-16.68231131,-21.61646904,-26.55062676,-31.48478449,-36.41894222,-41.35309994,-46.28725767,-51.2214154,-56.15557312,-61.08973085,-66.02388858,-70.9580463,-75.89220403,-80.82636175,-85.76051948,-90.69467721,-95.62883493,-100.5629927,-105.4971504,-110.4313081,-115.3654658,-120.2996236,-125.2337813,-130.167939,-135.1020967,-140.0362545,-144.9704122,-149.9045699
143.5809524,101.75,117.9904762,88.13939394,105.1952381,96.00714286,89.84095238,87.85939394,74.48666667,87.39285714,59.13238095,87.61939394,43.77809524,78.77857143,28.42380952,87.37939394,13.06952381,70.16428571,-2.284761905,87.13939394,-17.63904762,61.55,-32.99333333,7.941197064,2.963975155,-2.013246753,-6.990468662,-11.96769057,-16.94491248,-21.92213439,-26.8993563,-31.8765782,-36.85380011,-41.83102202,-46.80824393,-51.78546584,-56.76268775,-61.73990966,-66.71713156,-71.69435347,-76.67157538,-81.64879729,-86.6260192,-91.60324111,-96.58046302,-101.5576849,-106.5349068,-111.5121287,-116.4893506,-121.4665726,-126.4437945,-131.4210164,-136.3982383,-141.3754602,-146.3526821,-151.329904
,102.4166667,,88.6,,96.63571429,,88.32,,87.96428571,,88.08,,79.29285714,,87.84,,70.62142857,,87.6,,61.95,,,70.6924329,69.35603463,68.01963636,66.6832381,65.34683983,64.01044156,62.67404329,61.33764502,60.00124675,58.66484848,57.32845022,55.99205195,54.65565368,53.31925541,51.98285714,50.64645887,49.31006061,47.97366234,46.63726407,45.3008658,43.96446753,,,42.62806926,41.291671,39.95527273,38.61887446,37.28247619,35.94607792,34.60967965,33.27328139,31.93688312
,103.0833333,,89.06060606,,97.26428571,,88.78060606,,88.53571429,,88.54060606,,79.80714286,,88.30060606,,71.07857143,,88.06060606,,62.35,,,71.10093349,69.75587721,68.41082094,67.06576466,65.72070838,64.37565211,63.03059583,61.68553955,60.34048327,58.995427,57.65037072,56.30531444,54.96025817,53.61520189,52.27014561,50.92508933,49.58003306,48.23497678,46.8899205,45.54486423,44.19980795,,,42.85475167,41.5096954,40.16463912,38.81958284,37.47452656,36.12947029,34.78441401,33.43935773,32.09430146
,,,89.52121212,,,,89.24121212,,,,89.00121212,,,,88.76121212,,,,88.52121212,,,,,,,88.45121212,88.38921212,88.32721212,88.26521212,88.20321212,88.14121212,88.07921212,88.01721212,87.95521212,87.89321212,87.83121212,87.76921212,87.70721212,87.64521212,87.58321212,87.52121212,87.45921212,,,,,,,87.39721212,87.33521212,87.27321212,87.21121212,87.14921212,87.08721212,87.02521212
,,,89.98181818,,,,89.70181818,,,,89.46181818,,,,89.22181818,,,,88.98181818,,,,,,,88.91181818,88.84981818,88.78781818,88.72581818,88.66381818,88.60181818,88.53981818,88.47781818,88.41581818,88.35381818,88.29181818,88.22981818,88.16781818,88.10581818,88.04381818,87.98181818,87.91981818,,,,,,,87.85781818,87.79581818,87.73381818,87.67181818,87.60981818,87.54781818,87.48581818
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
144.8380952,103.75,119.0190476,90.44242424,106.1095238,97.89285714,90.61809524,90.16242424,75.12666667,89.10714286,59.6352381,89.92242424,44.14380952,80.32142857,28.65238095,89.68242424,13.16095238,71.53571429,-2.33047619,89.44242424,-17.82190476,62.75,-33.31333333,8.485672878,3.457858084,-1.56995671,-6.597771504,-11.6255863,-16.65340109,-21.68121589,-26.70903068,-31.73684547,-36.76466027,-41.79247506,-46.82028986,-51.84810465,-56.87591944,-61.90373424,-66.93154903,-71.95936382,-76.98717862,-82.01499341,-87.04280821,-92.070623,-97.09843779,-102.1262526,-107.1540674,-112.1818822,-117.209697,-122.2375118,-127.2653266,-132.2931414,-137.3209561,-142.3487709,-147.3765857,-152.4044005
146.0952381,104.4166667,120.047619,90.9030303,107.0238095,98.52142857,91.3952381,90.6230303,75.76666667,89.67857143,60.13809524,90.3830303,44.50952381,80.83571429,28.88095238,90.1430303,13.25238095,71.99285714,-2.376190476,89.9030303,-18.0047619,63.15,-33.63333333,8.438392622,3.367513646,-1.70336533,-6.774244306,-11.84512328,-16.91600226,-21.98688123,-27.05776021,-32.12863919,-37.19951816,-42.27039714,-47.34127612,-52.41215509,-57.48303407,-62.55391304,-67.62479202,-72.695671,-77.76654997,-82.83742895,-87.90830792,-92.9791869,-98.05006588,-103.1209449,-108.1918238,-113.2627028,-118.3335818,-123.4044608,-128.4753397,-133.5462187,-138.6170977,-143.6879767,-148.7588556,-153.8297346
147.352381,105.0833333,121.0761905,91.36363636,107.9380952,99.15,92.17238095,91.08363636,76.40666667,90.25,60.64095238,90.84363636,44.8752381,81.35,29.10952381,90.60363636,13.34380952,72.45,-2.421904762,90.36363636,-18.18761905,63.55,-33.95333333,8.391112366,3.277169208,-1.836773951,-6.950717109,-12.06466027,-17.17860343,-22.29254658,-27.40648974,-32.5204329,-37.63437606,-42.74831922,-47.86226238,-52.97620553,-58.09014869,-63.20409185,-68.31803501,-73.43197817,-78.54592133,-83.65986448,-88.77380764,-93.8877508,-99.00169396,-104.1156371,-109.2295803,-114.3435234,-119.4574666,-124.5714097,-129.6853529,-134.7992961,-139.9132392,-145.0271824,-150.1411255,-155.2550687
148.6095238,105.75,122.1047619,91.82424242,108.852381,99.77857143,92.94952381,91.54424242,77.04666667,90.82142857,61.14380952,91.30424242,45.24095238,81.86428571,29.33809524,91.06424242,13.4352381,72.90714286,-2.467619048,90.82424242,-18.37047619,63.95,-34.27333333,8.34383211,3.186824769,-1.970182571,-7.127189912,-12.28419725,-17.44120459,-22.59821193,-27.75521927,-32.91222661,-38.06923395,-43.22624129,-48.38324864,-53.54025598,-58.69726332,-63.85427066,-69.011278,-74.16828534,-79.32529268,-84.48230002,-89.63930736,-94.7963147,-99.95332204,-105.1103294,-110.2673367,-115.4243441,-120.5813514,-125.7383587,-130.8953661,-136.0523734,-141.2093808,-146.3663881,-151.5233954,-156.6804028
149.8666667,106.4166667,123.1333333,92.28484848,109.7666667,100.4071429,93.72666667,92.00484848,77.68666667,91.39285714,61.64666667,91.76484848,45.60666667,82.37857143,29.56666667,91.52484848,13.52666667,73.36428571,-2.513333333,91.28484848,-18.55333333,64.35,-34.59333333,8.296551854,3.096480331,-2.103591191,-7.303662714,-12.50373424,-17.70380576,-22.90387728,-28.1039488,-33.30402033,-38.50409185,-43.70416337,-48.9042349,-54.10430642,-59.30437794,-64.50444946,-69.70452099,-74.90459251,-80.10466403,-85.30473555,-90.50480708,-95.7048786,-100.9049501,-106.1050216,-111.3050932,-116.5051647,-121.7052362,-126.9053077,-132.1053793,-137.3054508,-142.5055223,-147.7055938,-152.9056653,-158.1057369
